排名,BRAND,MODEL,總分,Price_分數,Capacity_分數,Cache_Size_分數,RPM_分數,Warranty_分數,Series_Tier_分數,CMR / SMR_分數,Reliability_分數,Performance_分數,Noise & Power_分數
1,WD,1TB【藍標】,-428.54577777777774,-452.0,0.25777777777777783,6.826666666666665,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.06666666666666667,0.06666666666666667
2,Toshiba,1TB,-432.008,-452.0,0.25777777777777783,3.413333333333334,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
3,Seagate,30TB【EXOS企業碟】,-432.05244444444446,-452.0,0.25777777777777766,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
4,Seagate,30TB【那嘶狼PRO】,-452.008,-472.0,0.25777777777777766,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
5,Toshiba,2TB【P300系列】,-476.45688888888884,-500.0,0.34666666666666673,6.826666666666665,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.06666666666666667,0.06666666666666667
6,Toshiba,2TB【S300系列】【監控碟】,-491.8924444444444,-512.0,0.34666666666666673,3.413333333333334,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
7,WD,2TB【紅標Plus】,-628.4959999999999,-652.0,0.34666666666666673,6.826666666666665,16.0,0.0533333333333333,0.010666666666666677,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.06666666666666667
8,Toshiba,2TB,-671.9191111111112,-692.0,0.34666666666666673,3.413333333333334,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
9,Seagate,2TB【新梭魚】,-691.9191111111112,-712.0,0.34666666666666673,3.413333333333334,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
10,Toshiba,4TB【P300系列】,-711.7235555555557,-732.0,0.5155555555555557,3.413333333333334,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
11,Seagate,4TB【新梭魚】,-716.3102222222223,-740.0,0.5155555555555557,6.826666666666665,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
12,Toshiba,4TB【S300系列】【監控碟】,-728.3102222222223,-752.0,0.5155555555555557,6.826666666666665,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
13,Seagate,28TB【那嘶狼PRO】,-791.8302222222223,-812.0,0.4355555555555554,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
14,WD,4TB【藍標】,-816.3102222222223,-840.0,0.5155555555555557,6.826666666666665,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
15,Seagate,4TB【那嘶狼】,-828.3102222222223,-852.0,0.5155555555555557,6.826666666666665,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
16,WD,8TB【紅標Plus】,-864.3048888888887,-904.0,0.5155555555555557,6.826666666666665,32.0,0.0533333333333333,0.010666666666666677,0.08888888888888889,0.06666666666666667,0.06666666666666667,0.06666666666666667
17,Seagate,8TB【新梭魚】,-880.3102222222223,-904.0,0.5155555555555557,6.826666666666665,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
18,Seagate,6TB【那嘶狼】,-880.3102222222223,-904.0,0.5155555555555557,6.826666666666665,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
19,Seagate,8TB【那嘶狼】,-880.3102222222223,-904.0,0.5155555555555557,6.826666666666665,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
20,Seagate,10TB【那嘶狼】,-880.3102222222223,-904.0,0.5155555555555557,6.826666666666665,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
21,Seagate,12TB【那嘶狼】,-880.3102222222223,-904.0,0.5155555555555557,6.826666666666665,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
22,WD,12TB【紅標Plus】,-880.327111111111,-904.0,0.5155555555555557,6.826666666666665,16.0,0.0533333333333333,0.010666666666666677,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.06666666666666667
23,WD,8TB【金標】,-880.3368888888889,-904.0,0.5155555555555557,6.826666666666665,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
24,Seagate,10TB【監控鷹】,-880.3368888888889,-904.0,0.5155555555555557,6.826666666666665,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
25,Seagate,8TB【那嘶狼PRO】,-880.3368888888889,-904.0,0.5155555555555557,6.826666666666665,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
26,Seagate,10TB【那嘶狼PRO】,-880.3368888888889,-904.0,0.5155555555555557,6.826666666666665,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
27,Seagate,12TB【那嘶狼PRO】,-880.3368888888889,-904.0,0.5155555555555557,6.826666666666665,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
28,Seagate,20TB【那嘶狼PRO】,-880.3368888888889,-904.0,0.5155555555555553,6.826666666666665,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
29,WD,8TB【Ultrastar DCHA340】,-880.359111111111,-904.0,0.5155555555555557,6.826666666666665,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.06666666666666667
30,WD,8TB【紫標PRO】,-880.3759999999999,-904.0,0.5155555555555557,6.826666666666665,16.0,0.02666666666666665,0.010666666666666677,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
31,Toshiba,8TB【企業級】,-880.3813333333333,-904.0,0.5155555555555557,6.826666666666665,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
32,Toshiba,4TB【NAS碟】,-883.7013333333334,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.06666666666666667,0.06666666666666667
33,Toshiba,6TB【NAS碟】,-883.7013333333334,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.06666666666666667,0.06666666666666667
34,WD,10TB【藍標】,-883.7235555555557,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
35,Toshiba,10TB【NAS碟】,-883.7235555555557,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
36,Toshiba,12TB【NAS碟】,-883.7235555555557,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
37,Toshiba,16TB【NAS碟】,-883.7235555555557,-904.0,0.5155555555555554,3.4133333333333313,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
38,Toshiba,18TB【NAS碟】,-883.7235555555557,-904.0,0.5155555555555554,3.4133333333333313,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
39,Toshiba,20TB【NAS碟】,-883.7235555555557,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.0533333333333333,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
40,Toshiba,4TB【S300Pro系列】【監控型】,-883.7280000000001,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.06666666666666667,0.06666666666666667
41,Toshiba,6TB【S300Pro系列】【監控型】,-883.7280000000001,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.06666666666666667,0.06666666666666667
42,WD,10TB【紅標Plus】,-883.7404444444444,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.0533333333333333,0.010666666666666677,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.06666666666666667
43,WD,10TB【金標】,-883.7502222222223,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
44,WD,12TB【金標】,-883.7502222222223,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
45,WD,16TB【金標】,-883.7502222222223,-904.0,0.5155555555555554,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
46,Toshiba,8TB【S300Pro系列】【監控型】,-883.7502222222223,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
47,Toshiba,10TB【S300Pro系列】【監控型】,-883.7502222222223,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
48,Seagate,24TB【監控鷹AI】,-883.7502222222223,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
49,Seagate,24TB【那嘶狼PRO】,-883.7502222222223,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333333,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.06666666666666667
50,WD,20TB【Ultrastar DCHC560】,-883.7724444444444,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.06666666666666667
51,WD,24TB【Ultrastar DCHC590】,-883.7724444444444,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.06666666666666667
52,Toshiba,6TB【企業級】,-883.7946666666667,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
53,Toshiba,10TB【企業級】,-883.7946666666667,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
54,Toshiba,12TB【企業級】,-883.7946666666667,-904.0,0.5155555555555557,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
55,Toshiba,20TB【企業級】,-883.7946666666667,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
56,Seagate,16TB【EXOS企業碟】,-883.7946666666667,-904.0,0.5155555555555554,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
57,Seagate,20TB【EXOS企業碟】,-883.7946666666667,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
58,Seagate,24TB【EXOS企業碟】,-883.7946666666667,-904.0,0.5155555555555553,3.4133333333333313,16.0,0.02666666666666665,0.005333333333333338,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
